song_title,explicit,artists,artist_ids,genres,release_date,lyrics,sentiments,languages,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Eren Yeager,True,['Rodrigo Zin'],['71s3pi3yFhYB1P40dmRm1J'],"['nerdcore brasileiro', 'rap geek', 'rap paranaense', 'trap brasileiro']",2021-04-20,"Petrifiquei quando o mal instaurou nas muralhas Eu questionei o que fazer Por que tiraram as vidas dos inocentes que eu amei? Não perdoei, meu sangue fervia, o que alimentei? Ódio e mais ódio criei Passaram os anos, doloridos treinos Mataram meus manos, eu não tava bem Meu pai, o que fez? Transformou seu próprio filho também Numa aberração e assim o matei Pra salvar quem? Nem a mim, nem a ninguém Sabe qual foi pior, Reiner? Ah, trouxa, eu confiei Tropa de exploração fiz por vocês Mãe, perdão, mas sim, eu planejei Minha vingança contra Marley Os demônios atravessaram os mares Esperei o momento perfeito Enganei todos que estavam aqui dentro Sinto que somos iguais Agora que estou na sua terra O troco é na mesma moeda Embaixo de toda essa plateia Toma aqui a minha declaração de guerra Não mexa comigo ou vai ser estrondo Não mexa comigo ou vai ser estrondo Titã feito Atlas, levo nos meus ombros Que seja o mundo inteiro ou o mundo em escombros Não mexa comigo ou vai ser estrondo Não mexa comigo ou vai ser estrondo Titã feito Atlas, levo nos meus ombros Que seja o mundo inteiro ou o mundo em escombros Martelo de guerra, desliguei feito tomada Eu tomei a sua terra como quem toma uma água Mandíbula, eu tô com pressa, te usei como abre-latas Galliard, seja o meu garçom e me desça ela gelada (Frio) frio como um Yeager bolando uma grande estratégia Viu como Eren não erra? Eu sou o fundador da era Mil foram entregues pro inferno que eu criei, espera Blindado, sou um antitanque e meu ataque te quebra Ou, se eu tivesse mais tempo, ya Tudo teria acabado, ya Sei que tivemos perdas Achei engraçado, né? Quem podia imaginar o que havia do outro lado? (Fé) Quem mais quis explorar o mundo Acabou sendo explorado O olhar diferente na cara entrega As memórias que eu levo dos titãs são trevas Andei pensando, os titãs que matamos já foram humanos E isso nem mais pesa Esqueça, não terei remorso Eu sei o que é destruição Ei, Paradis, Eldia, Marley, mundo Eu sou a salvação Não mexa comigo ou vai ser estrondo Não mexa comigo ou vai ser estrondo Titã feito Atlas, levo nos meus ombros Que seja o mundo inteiro ou o mundo em escombros Não mexa comigo ou vai ser estrondo Não mexa comigo ou vai ser estrondo Titã feito Atlas, levo nos meus ombros Que seja o mundo inteiro ou o mundo em escombros Não mudou nada! Não mudou porra nenhuma, seu merda Você continua sendo um bosta, um inútil Voltei pra ilha, ahn, quele monte de lixo Podem me prender, não ligo, é vocês que correm perigo Por minha causa o Estado está dividido De um lado facção Yeager, do outro inimigos Eren, o herói das muralhas Fui recebido aos gritos Erre e você será falha Vocês que erraram comigo Uma vingança contra Marley Isso soa bonito O que eu farei ao lado do meu irmão Será um extermínio Revolução é na faca Ei, não me encare, Mikasa Você não passa de escrava Eu te odeio, sua fraca O cachecol não foi nada (cala sua boca, babaca!) Armim, cuidado com a fala Eu vou te descer a porrada Antes só não te fiz nada Pois covardes são sem graça Nem em posse do titã mais forte você é uma ameaça (Eren, para com isso!) Deixa que eu saio da sala Vou completar o meu plano Com Zeke, o plano eutanásia Ahn, yeah, ahn, wow ♪ Eren, você já foi bem mais do que isso O que aconteceu, Eren? ","[0, 0, 0, 0, 0.5003463625907898, 0, 0]",['pt'],0.577,0.791,11,-5.188,1,0.384,0.177,0.0,0.161,0.542,130.0,audio_features,6Iz0HHWy13wfkJdCYRNp8W,spotify:track:6Iz0HHWy13wfkJdCYRNp8W,https://api.spotify.com/v1/tracks/6Iz0HHWy13wfkJdCYRNp8W,https://api.spotify.com/v1/audio-analysis/6Iz0HHWy13wfkJdCYRNp8W,264770,4
IM THE BIGGEST BIRD,False,['Saint Mercat∅r'],['3ZAawEE6F6y3FxK4B1649L'],[],2023-01-09,"Don't know what you've heard (don't know what you heard) Don't know what you've heard (I don't know what you heard) I don't know what you heard (don't know what you heard) Oh no, oh no But I'm the biggest bird, I'm the biggest bird I'm the biggest bird, I'm the biggest bird I'm the biggest bird, I'm the biggest bird (bird) I'm the biggest bird, I'm the biggest bird (bird) Bigger than a castle, and you're an ostrich They wanna be like me, but they can't be like this (you can't compare) I'm the biggest bird, I'm the biggest bird (bird) I'm the biggest bird, I'm the biggest bird (bird) Walked in, they scared of me (I got 'em scared) They wanna be like Moe, there's no comparison (can't compare) But I'm the biggest bird, I'm the biggest bird I'm the biggest bird, I'm the biggest bird I'm the biggest bird, I'm the biggest bird (bird) I'm the biggest bird, I'm the biggest bird (bird) ","[0, 0, 0.7699190974235535, 0, 0, 0, 0]",['en'],0.649,0.559,1,-13.628,1,0.179,0.58,0.0,0.13,0.887,137.648,audio_features,6J0DianWAmde2TCfZowK85,spotify:track:6J0DianWAmde2TCfZowK85,https://api.spotify.com/v1/tracks/6J0DianWAmde2TCfZowK85,https://api.spotify.com/v1/audio-analysis/6J0DianWAmde2TCfZowK85,62600,4
Rock and Roll Ain't Noise Pollution,False,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],"['australian rock', 'hard rock', 'rock']",1980-07-25,"Alright Hey there, all you middlemen Throw away your fancy clothes And while you're out there sittin' on a fence So get off your ass and come down here 'Cause rock and roll ain't no riddle, man To me, it makes good, good sense Good sense, just go Aw! ♪ Ooh, yeah ♪ Heavy decibels are playing on my guitar We got vibrations coming up from the floor We're just listening to the rock that's giving too much noise Are you deaf, you wanna hear some more? We're just talkin' about the future Forget about the past It'll always be with us It's never gonna die, never gonna die Rock and roll ain't noise pollution Rock and roll ain't gonna die Rock and roll ain't noise pollution Rock and roll, it will survive Yes, it will, ha-ha I took a look inside your bedroom door You looked so good lying on your bed Well, I asked you if you wanted any rhythm and love You said you wanna rock and roll instead We're just talkin' about the future Forget about the past It'll always be with us It's never gonna die, never gonna die Rock and roll ain't noise pollution Rock and roll ain't gonna die Rock and roll ain't no pollution Rock and roll, it's just rock and roll ♪ Ah, rock and roll ain't noise pollution Rock and roll ain't gonna die Rock and roll ain't no pollution Rock and roll, it will survive Rock and roll ain't no pollution Rock and roll, it'll never die Rock and roll ain't no pollution Rock and roll Oh, rock and roll Is just rock and roll, yeah ","[0, 0, 0, 0, 0.35958901047706604, 0, 0]",['en'],0.576,0.659,9,-5.617,1,0.0383,0.041,0.0,0.0587,0.717,94.853,audio_features,6J17MkMmuzBiIOjRH6MOBZ,spotify:track:6J17MkMmuzBiIOjRH6MOBZ,https://api.spotify.com/v1/tracks/6J17MkMmuzBiIOjRH6MOBZ,https://api.spotify.com/v1/audio-analysis/6J17MkMmuzBiIOjRH6MOBZ,266040,4
No Chill,True,['Duckwrth'],['6I3MElirhT5t6Kf7p0hGk9'],['alternative r&b'],2021-09-03,"Get yo' ass of that high horse that you rode in here on (on) You know I'm tryna slide more We was stuck inside for too long (long) I might show my ass tonight My God, tell the models, ""Keep the bottles on ice"" No chill (huh, huh), for real You know I ain't got no chill (huh), for real You know I ain't got no chill, for real And she ain't on her best behavior You ain't Jesus, why you tryna be her savior? Lil' Superman cape divin' in to save her Dutty wine like wine in the glass to savor I'm boujee, I like salmon with the capers Gucci slides, my pockets like paper (ah) And if I'm pulling up tonight I'm doin' all y'all basic hoes a favor No chill (huh), for real You know I ain't got no chill (huh, huh), for real And even if I bust down the ice on the grill Cool as the breeze on the Cadillac Seville No chill (huh), for real You know I ain't got no chill, for real We've been inside for way too long I'ma need you to get both cheeks on the dance floor I ran it back 'Cause you've been runnin' through my mind Now, baby, all night, all night You lookin' back And if we keep lockin' them eyes You know I'm on that, I'm on that Nah, we done had all year to chill All of that chill don't pay the bills Tell the DJ, ""Chill and run my shit back like whoa-oa-oa-oa"" Get yo' ass of that high horse that you rode in here on (on) You know I'm tryna slide more We was stuck inside for too long (long) I might show my ass tonight My God, tell the models, ""Keep the bottles on ice"" No chill (huh, huh), for real You know I ain't got no chill (huh), for real You know I ain't got no chill, for real And even if I bust down the ice on the grill Cool as the breeze on the Cadillac Seville No chill (huh), for real You know I ain't got no chill (Gucci slides) (Gucci slides) (Gucci slides) For real You know I ain't got no chill ","[0, 0, 0, 0, 0.47803953289985657, 0, 0]",['en'],0.668,0.597,9,-7.461,0,0.259,0.0548,0.0,0.527,0.637,102.876,audio_features,6J1qFWHFbmMgz0A6o10Xaq,spotify:track:6J1qFWHFbmMgz0A6o10Xaq,https://api.spotify.com/v1/tracks/6J1qFWHFbmMgz0A6o10Xaq,https://api.spotify.com/v1/audio-analysis/6J1qFWHFbmMgz0A6o10Xaq,163107,4
July,False,['Noah Cyrus'],['55fhWPvDiMpLnE4ZzNXZyW'],"['alt z', 'pop', 'uk pop']",2020-05-15,"I've been holding my breath I've been counting to ten Over something you said I've been holding back tears While you're throwing back beers I'm alone in bed You know I, I'm afraid of change Guess that's why we stay the same So tell me to leave I'll pack my bags, get on the road Find someone that loves you Better than I do, darling, I know 'Cause you remind me every day I'm not enough, but I still stay Feels like a lifetime Just trying to get by while we're dying inside I've done a lot of things wrong Loving you being one But I can't move on You know I, I'm afraid of change Guess that's why we stay the same So tell me to leave I'll pack my bags, get on the road Find someone that loves you Better than I do, darling, I know 'Cause you remind me every day I'm not enough, but I still stay If you want me to leave Then tell me to leave and baby I'll go ♪ You remind me every day I'm not enough, but I still stay ","[0, 0, 0.909824788570404, 0, 0, 0, 0]",['en'],0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,audio_features,6J2LdBN97cDWn0MLxYh9HB,spotify:track:6J2LdBN97cDWn0MLxYh9HB,https://api.spotify.com/v1/tracks/6J2LdBN97cDWn0MLxYh9HB,https://api.spotify.com/v1/audio-analysis/6J2LdBN97cDWn0MLxYh9HB,156106,4
Mio Mao la la la la la,False,"['Francesco Misseri', 'Piero Barbetti']","['4djyHjQeE3Tj5wTDoXkkYI', '5O4gZSIGl1mxapT8Rv4qAd']",[],2021-04-30,"Miao Miao ♪ Mio Mao, Mio Mao, la la la la la Mio Mao, Mio Mao, la la la la la ♪ Mio Mao, Mio Mao, la la la la la Mio Mao, Mio Mao, la la la la la ♪ Mio Mao, Mio Mao, la la la la la Mio Mao, Mio Mao, la la la la la La la la la la La la la la la ","[0, 0, 0, 0, 0.3499706983566284, 0, 0]","['eo', 'fr']",0.794,0.348,1,-13.305,1,0.0648,0.531,0.133,0.108,0.887,137.718,audio_features,6J3vV9k5PD4uZSGAaZwsD6,spotify:track:6J3vV9k5PD4uZSGAaZwsD6,https://api.spotify.com/v1/tracks/6J3vV9k5PD4uZSGAaZwsD6,https://api.spotify.com/v1/audio-analysis/6J3vV9k5PD4uZSGAaZwsD6,287040,4
Misanthropic Drunken Loner,True,['Days N Daze'],['3wRGr9z5I5xmmVc21fIvC6'],"['acoustic punk', 'folk punk', 'texas punk']",2013-08-23,My breakfast is straight out the medicine cabinet A remedy for the aftermath of my habits Sometimes it's the ones who try to help That hurt the most I feel like we're playing tug of war and I'm the rope And i'm stretched to the limit but you keep on pulling it I'm gonna lose my god damned mind I'm gonna lose my mind ♪ I wanna hide away in the back of a cave In the top of a mountain Where no one can hear me And no one can see me So I don't have to deal with them And they don't have to deal with me 'Cause relationships are overrated Maybe I'm just tired and jaded But I'm sorry i just like myself More than I like you So call me anti-social Call it masturbation Either way it's a solo operation I'm just far more comfortable alone ♪ It feels like apathy Has gotten the best of me Because I'm so tired of you talking my ear off About all your problems I just can't fix I don't appreciate Unwanted company Your constant chatter reminds me Why I'd rather you leave me be So call me anti-social Call it masturbation Either way it's a solo operation I'm just far more comfortable alone Because people are ugly and people are hateful Destructive and greedy we're proud and ungrateful The world would be so much better off without us So swallow a bullet Or a handful of pills We're all compost in training There's graves left to fill Let's distract ourselves to make us feel like we're not just mistakes Let's distract ourselves to make us feel like we're not just mistakes ♪ It seems that everybody always has a bone to pick Or promise to break Never again will I make that mistake Of trusting anyone Trusting anyone Trusting anyone This is my misanthropic confession Human beings are a waste of breath And don't think I exclude myself I'm an asshole just like you Because people are ugly and people are hateful Destructive and greedy we're proud and ungrateful The world would be so much better off without us So swallow a bullet Or a handful of pills We're all compost in training There's graves left to fill! Let's stretch ourselves to make us feel like we're not just mistakes Stretch ourselves to make us feel like we're not just mistakes My breakfast is straight out the medicine cabinet ,"[0, 0, 0, 0, 0, 0.7893633842468262, 0]",['en'],0.484,0.415,5,-11.546,1,0.043,0.349,2.2e-06,0.295,0.858,92.204,audio_features,6J56Td7qsOpP0YighOsWL6,spotify:track:6J56Td7qsOpP0YighOsWL6,https://api.spotify.com/v1/tracks/6J56Td7qsOpP0YighOsWL6,https://api.spotify.com/v1/audio-analysis/6J56Td7qsOpP0YighOsWL6,212036,4
Terbang,False,['The Fly'],['033CdeW2csj8cY3XYDunkH'],"['classic indonesian rock', 'indonesian pop rock']",2000-01-01,"Bias sinar di matamu Indah tebarkan cinta Semerbak kasihmu Luluhkan relung hitam Oh, melati mekar mewangi Menebarkan seri Masa indah, masa biru Masa bersemi Kuingin terbang bersamamu Dan gapai mentari Tak ingin lepas, tak menentu Jiwa dan batinku Terangi rasa hatiku Yang membeku Tebari bunga jalanku yang lugu Untuk diriku, oh-oh (untuk diriku) ♪ Takkan sedih, kumenangis Takkan pula tertawa Bayangmu 'kan s'lalu bersinar Walau waktu berjalan (oh-oh-oh) Oh, melati mekar mewangi Menebarkan seri Masa indah, masa biru Masa bersemi Kuingin terbang bersamamu Dan gapai mentari Tak ingin lepas, tak menentu Jiwa dan batinku Terangi rasa hatiku Yang membeku, oh-oh Tebari bunga jalanku yang lugu Untuk diriku, oh-oh-oh-oh Kuingin terbang, terbang Uh-ho-ho-oh-ho-oh Kuingin terbang bersamamu Dan gapai mentari Tak ingin lepas, tak menentu Jiwa dan batinku Terangi rasa hatiku Yang membeku, oh-oh Tebari bunga jalanku yang lugu Oh, melatiku, oh-oh, untuk diriku ♪ Bias sinar di matamu Indah tebarkan cinta ","[0, 0, 0, 0, 0.4291556775569916, 0, 0]","['id', 'ms']",0.609,0.824,4,-5.543,1,0.0286,0.262,0.0,0.0914,0.443,102.908,audio_features,6J9j6f2278fxt1Mw5jMjm1,spotify:track:6J9j6f2278fxt1Mw5jMjm1,https://api.spotify.com/v1/tracks/6J9j6f2278fxt1Mw5jMjm1,https://api.spotify.com/v1/audio-analysis/6J9j6f2278fxt1Mw5jMjm1,251600,4
Czarne jagódki,False,"['Justyna Bechcicka', 'Piotr Bechcicki']","['6IfRz2Ao4J9xVCuJhjAU0l', '2mgrQ7gl8aGFxUavVOxjro']",[],2006-12-31,,[],[],0.823,0.932,1,-6.777,0,0.03,0.0688,1.46e-05,0.0604,0.985,129.98,audio_features,6JF3683v6hxlmqxXgFtiGZ,spotify:track:6JF3683v6hxlmqxXgFtiGZ,https://api.spotify.com/v1/tracks/6JF3683v6hxlmqxXgFtiGZ,https://api.spotify.com/v1/audio-analysis/6JF3683v6hxlmqxXgFtiGZ,133507,4
Infamous (Shenseea & Myke Towers) - Spider-Verse Remix,False,"['Shenseea', 'Myke Towers']","['1OFOShsIbhy1l5x73yuVyB', '7iK8PXO48WeuP03g8YR51W']","['dancehall', 'dancehall queen', 'reggaeton', 'trap latino', 'urbano latino']",2023-06-05,"Infamous, infamous Big bad, man, yeah, we infamous ♪ I'ma need it now, 'cause I need it on time (yeah) Money spread fast like the rumors online (yeah) Double up again, did it twice without tryin' (yeah) Dolla sign on my mind Pon up di road, hot like pepper Come and ah go, bad gyal, big stepper Stop for the bag, but mi deh pon the way Straight in a motion, gotta make a play Hurry up, up, up, up, up, up, up, up, up, up, up, up, up Hurry up, up, up, up, up, up, up, up, up, up, up, up, up Woo ♪ Jajaja Myke Towers, baby Oh, no, mira quién llegó Le picó la araña y el veneno se regó Trepando parede' mira cómo se elevó Dinero de más en la funda que se llevó Sirili, oh-oh-oh Si hay money vo-o-oy No lo deje' para mañana, hazlo ho-o-oy Cada vez que me lo pida se lo do-oyoy Y más si lo mueve al ritmo del dembo-o-ow Ello' roncan, ello' roncan, ello' roncan que son duro' Ello' roncan, ello' roncan, ello' roncan que son duro' Ello' roncan, ello' roncan, ello' roncan que son duro' Pero no, oh-oh, sí Oh, oh Young Kingz, baby Ponle, ponle Ponle, ponle Vamo' ♪ Oh ♪ Eh, ah ","[0, 0, 0.3224427103996277, 0, 0, 0, 0]",['es'],0.782,0.73,11,-6.772,1,0.0499,0.000277,0.0537,0.306,0.197,114.97,audio_features,6JIIAbw9L5kmsGqimr9vUj,spotify:track:6JIIAbw9L5kmsGqimr9vUj,https://api.spotify.com/v1/tracks/6JIIAbw9L5kmsGqimr9vUj,https://api.spotify.com/v1/audio-analysis/6JIIAbw9L5kmsGqimr9vUj,133640,4
Deixe Me Ir - Acústico,False,['1Kilo'],['6E2st8OqIaS7PU5gj95FSE'],"['pop rap brasileiro', 'trap brasileiro']",2017-03-15,"Menina, me dá sua mão Pense bem antes de agir Se não for agora, te espero lá fora Então deixe-me ir Um dia te encontro nessas suas voltas Minha mente é mó confusão Solta minha mão que eu sei que cê volta O tempo mostra nossa direção Se eu soubesse que era assim, eu nem vinha Tô bebendo champanhe e catando latinha Mas tive que perder pra aprender dar valor Pra você entender seu amor Mas não quer ser mais minha Então diz que não me quer por perto Mas diz olhando nos meus olhos Desculpe se eu não fui sincero Mas a vida que eu levo, erros lógicos Óbvio cada letra em rap é um código Sórdido psicografado, sons sólidos, súbito Nunca fui de fazer som pra público Verso meu universo, peço que entenda meu mundo Mina, a gente briga por bobeira demais A gente pira, o tempo vira por bobeira demais O amor é bandeira de paz Mas se não der vai em paz, mete o pé tô Vive! Quero viver, ensinar é aprender Menina eu sigo com ou sem você mas tente entender Eu tentei, a vida é curta pra chorar pela ex Eu falei pra mim mermo enquanto eu chorava outra vez É... Eu vou ficar, mas vou pela manhã Sem me despedir, vou antes do café Que é pra não te acordar Sei que não sou nenhum Dom Juan Sou todo errado, mas tô certo que você me quer Eu vou ficar, mas vou pela manhã Sem me despedir, vou antes do café Que é pra não te acordar Sei que não sou nenhum Dom Juan Sou todo errado, mas to certo que você me quer Ei amor, sei que tá tão difícil eu falar de amor Porque lá fora é tanto ódio e rancor Eu preciso muito te falar Ei amor, eu tô contigo independente do caô Cê sabe que aonde você for eu vou Já passou da hora da gente se encontrar, e se amar Nega, cê sabe que contigo nada vai me abalar A viagem é longa então faça a mala Na vibe mais positiva no pique mandala Esse papo de que se tu não existisse Eu te inventaria é tão clichê Mas cai tão bem quando se trata de você Só vem comigo cê não vai se arrepender Só vem comigo cê não vai se arrepender Noites em claro Tentando não me envolver Seja o que Deus quiser Noites em claro Tentando não me envolver Seja o que Deus quiser Deixe-me ir Nâo vou me despedir porque dói Não vou brigar pra ficar Quero estar contigo e sentir Ser seu e só Sem ter que justificar o tempo em que eu sumi Seja o que Deus quiser Deixe-me ir ","[0, 0, 0.5536885261535645, 0, 0, 0, 0]",['pt'],0.55,0.439,9,-11.026,0,0.224,0.841,0.0,0.106,0.703,186.614,audio_features,6JKkP9ABQzYZUFSKSVDKIc,spotify:track:6JKkP9ABQzYZUFSKSVDKIc,https://api.spotify.com/v1/tracks/6JKkP9ABQzYZUFSKSVDKIc,https://api.spotify.com/v1/audio-analysis/6JKkP9ABQzYZUFSKSVDKIc,213192,4
